S1_racepctblack,pctWInvInc,pctWPubAsst,NumUnderPov,PctPopUnderPov,PctUnemployed,MalePctDivorce,FemalePctDiv,TotalPctDiv,PersPerFam,PctKids2Par,PctYoungKids2Par,PctTeen2Par,NumKidsBornNeverMar,PctKidsBornNeverMar,PctPersOwnOccup,HousVacant,PctHousOwnOcc,PctVacantBoarded,NumInShelters,NumStreet,T_ViolentCrimesPerPop
0.44,45.51,3.1,472,4.59,2.43,8.75,12.55,10.8,2.96,78.71,91.86,76.74,55,0.66,71.61,143,66.78,0.0,0,0,0.0
21.63,37.01,5.7,2049,12.29,3.32,12.35,13.4,12.93,2.91,58.27,74.79,65.39,790,6.71,40.13,613,37.3,3.43,13,60,1.0
0.67,60.18,1.53,159,1.25,3.12,4.62,5.68,5.15,3.27,90.88,96.75,96.08,32,0.38,94.82,215,94.36,0.47,0,0,0.0
17.58,31.39,12.03,5071,10.79,7.0,10.58,14.28,12.46,3.44,66.23,80.69,76.1,1742,5.04,63.21,1066,61.4,6.85,130,33,1.0
0.93,56.07,1.79,1420,1.96,2.9,7.0,10.77,8.93,3.2,85.36,94.05,87.05,285,0.63,81.35,1219,80.0,0.08,0,0,0.0
13.68,35.44,11.35,69694,16.82,6.54,11.64,15.94,13.78,3.36,60.26,71.53,67.31,20207,7.4,40.03,11413,40.96,3.39,394,66,1.0
42.5,28.63,12.54,2747,19.27,8.57,12.19,15.68,14.2,2.96,44.02,53.46,47.37,1346,9.56,52.44,393,52.75,4.07,17,0,1.0
2.76,33.78,6.57,6278,8.31,5.76,8.31,11.54,9.9,3.5,76.95,90.23,80.51,1508,2.97,64.92,2618,63.94,0.23,56,9,1.0
0.86,48.75,6.8,2437,6.62,5.42,7.54,10.86,9.33,3.04,72.49,85.41,81.22,411,1.54,66.18,856,58.91,1.52,43,0,0.0
3.48,47.14,2.15,4087,5.16,3.85,7.37,11.81,9.68,3.34,81.54,91.14,83.5,806,1.66,67.04,2771,62.4,0.47,0,1,0.0
1.26,60.43,3.17,266,2.05,2.81,5.72,7.19,6.47,3.22,86.25,100.0,87.47,43,0.5,89.99,129,87.57,1.55,0,0,0.0
4.08,49.2,4.56,1802,4.77,4.12,10.12,13.22,11.65,3.18,74.56,90.43,79.4,528,2.08,64.39,538,62.5,1.86,5,0,0.0
43.48,27.93,12.64,8947,23.83,7.67,10.79,14.77,12.97,3.22,52.34,60.57,59.89,2641,8.59,51.28,1465,50.1,2.32,1,0,1.0
15.98,36.45,6.57,69096,15.86,7.06,13.7,17.19,15.53,3.06,64.48,75.15,71.96,14599,4.42,62.09,33705,59.51,11.03,1016,234,1.0
4.68,32.86,5.47,2188,20.44,9.97,9.65,12.66,11.21,3.34,68.92,78.68,79.44,204,2.11,64.09,536,63.07,10.63,0,0,1.0
0.89,21.47,15.26,5546,28.5,9.97,8.48,11.98,10.33,3.53,69.91,84.09,80.71,330,1.73,68.54,827,67.59,13.78,0,0,1.0
0.18,40.14,7.1,1691,16.91,4.52,10.06,11.92,11.07,2.99,73.72,82.43,74.24,175,1.85,63.92,474,61.01,4.01,0,0,0.0
6.85,61.52,4.04,688,4.07,1.71,7.79,13.95,9.8,2.79,80.06,92.05,75.41,62,0.49,50.42,1818,50.16,0.17,0,0,0.0
7.13,38.27,11.14,6201,18.1,7.4,12.16,17.73,14.75,2.99,66.99,75.27,77.99,758,2.88,38.01,975,39.07,4.1,30,4,1.0
1.27,44.5,6.79,7257,13.65,5.21,9.31,13.63,11.54,3.06,70.31,77.67,73.69,1110,2.62,60.63,1378,57.27,1.09,148,4,1.0
4.17,50.34,3.2,904,5.89,2.5,6.76,9.45,8.12,3.41,79.48,88.99,78.35,88,0.88,76.5,120,74.18,0.0,0,1,0.0
0.24,27.11,23.93,2827,22.58,14.95,5.95,10.5,8.21,3.69,67.29,75.81,81.02,424,3.93,57.06,103,59.28,2.91,0,0,1.0
5.38,53.81,1.72,1076,6.67,2.92,8.04,14.39,11.42,2.93,74.49,82.25,75.7,139,1.34,64.96,444,62.75,0.0,0,0,0.0
0.19,41.14,5.1,2637,13.15,4.24,13.27,16.95,15.17,2.92,69.46,81.12,65.02,268,1.86,57.18,478,54.12,1.46,100,6,1.0
1.72,71.9,1.51,246,1.52,2.86,7.68,8.1,7.89,3.02,90.17,98.13,89.08,28,0.27,86.58,313,83.23,0.64,0,0,0.0
0.86,41.33,5.4,6902,15.34,6.09,10.25,12.78,11.55,3.23,78.33,86.94,78.29,446,1.23,69.39,1585,63.96,3.47,19,0,0.0
4.35,26.22,22.96,2595,22.15,12.8,16.84,18.56,17.75,2.8,50.72,48.36,80.37,257,2.34,62.24,2136,65.59,1.31,6,25,1.0
28.59,30.34,9.1,7877,20.32,7.69,15.07,17.42,16.27,3.06,55.52,70.64,63.74,1776,5.55,58.12,2439,56.7,3.24,68,1,1.0
7.73,38.49,9.69,2511,14.66,10.08,11.48,14.77,13.26,3.19,63.43,65.39,69.33,475,3.22,62.5,351,60.68,1.99,8,0,0.0
55.3,34.21,9.57,7823,11.8,7.41,9.61,13.81,11.96,3.25,50.89,67.87,58.68,4765,9.55,41.6,1057,36.76,5.39,112,0,1.0
3.25,50.91,3.48,1447,4.78,3.91,9.7,13.09,11.53,2.86,74.31,85.99,78.44,307,1.26,79.07,519,75.03,0.39,0,0,0.0
49.86,24.72,17.48,5616,39.79,14.52,7.88,13.5,11.04,3.31,42.01,45.91,52.0,1640,12.57,54.32,756,53.87,5.95,0,0,1.0
3.2,39.75,5.12,881,8.65,1.93,10.67,15.6,13.33,3.04,73.3,87.29,74.25,76,0.94,57.73,129,54.68,0.0,0,0,1.0
22.12,27.22,12.11,6042,25.43,8.5,11.9,14.51,13.34,3.03,58.47,70.02,74.31,1071,4.92,57.99,1385,59.31,11.19,7,0,1.0
0.42,58.57,1.6,583,3.42,3.95,6.24,8.59,7.51,3.03,82.79,95.26,78.43,49,0.41,71.08,224,65.67,1.34,0,0,0.0
20.83,41.93,2.48,1202,3.98,4.11,8.29,12.61,10.56,3.17,79.11,90.15,84.32,352,1.81,73.81,896,69.36,0.22,0,0,0.0
0.67,54.29,3.28,475,3.13,2.75,7.61,11.62,9.73,3.17,78.09,86.21,80.93,227,1.94,61.95,113,56.32,1.77,0,0,0.0
2.33,42.88,2.04,1437,4.49,3.69,8.09,12.37,10.34,3.13,80.04,90.49,84.77,191,0.85,76.51,1031,72.81,0.87,0,0,1.0
20.12,50.14,4.35,4367,9.59,5.26,9.4,12.08,10.86,2.75,58.86,76.65,67.77,1833,4.87,74.16,5252,76.45,1.43,16,12,1.0
0.79,61.48,1.45,356,2.31,2.46,6.05,8.14,7.12,3.15,90.57,98.02,90.92,69,0.73,87.81,351,85.76,0.57,19,0,0.0
3.73,49.41,1.88,782,7.64,4.58,8.12,10.72,9.47,3.06,81.14,92.19,87.4,60,0.77,70.97,467,68.35,1.28,0,0,1.0
45.35,27.3,12.46,11060,27.76,9.45,12.41,15.74,14.29,3.11,48.53,58.0,55.77,3258,9.15,58.4,1570,57.69,4.71,29,24,1.0
0.48,42.53,5.54,1969,14.61,5.97,12.76,14.92,13.98,2.65,62.76,78.28,69.16,213,1.71,64.29,1347,64.78,0.74,3,9,1.0
5.43,62.87,2.88,486,3.65,2.17,9.83,10.89,10.35,2.82,78.14,86.79,84.78,99,0.95,74.86,257,68.72,0.78,0,0,0.0
56.07,38.61,4.48,1614,4.47,5.61,7.27,12.43,9.98,3.5,66.38,90.56,78.71,1161,4.06,92.36,192,93.63,7.81,0,0,0.0
2.03,51.45,4.92,634,5.1,4.59,6.61,9.38,8.07,3.14,78.46,93.38,89.6,186,2.15,62.65,159,54.22,1.89,0,0,0.0
0.46,60.08,3.98,519,2.64,5.9,4.39,7.99,6.27,3.26,86.72,96.71,87.28,76,0.5,87.64,246,84.02,1.63,27,0,0.0
37.7,32.97,10.45,5581,24.83,7.53,11.15,13.99,12.73,3.05,55.34,68.6,65.37,1338,6.64,63.43,1111,64.14,3.6,0,0,1.0
0.61,39.37,6.53,1550,9.67,4.97,9.44,13.65,11.7,2.99,70.01,80.0,69.25,209,1.69,64.08,268,60.42,2.61,0,0,0.0
34.81,24.14,13.06,6717,26.23,11.79,11.84,15.3,13.73,3.45,43.56,45.82,56.8,3482,17.03,35.2,987,35.44,14.89,160,9,1.0
0.41,56.52,5.42,1302,7.56,5.17,7.02,8.17,7.62,3.0,81.96,89.46,84.6,109,0.73,84.34,231,79.88,4.76,0,0,0.0
20.01,47.87,6.09,2049,5.63,6.69,8.28,10.24,9.33,3.09,69.1,86.42,72.98,1058,3.99,64.64,548,61.22,1.09,0,0,1.0
19.14,28.77,5.83,1983,11.95,6.32,13.56,18.21,15.97,3.09,59.6,74.98,58.89,482,3.64,57.26,688,59.49,0.73,0,0,1.0
4.11,67.04,1.57,459,3.1,2.5,7.41,9.6,8.51,3.1,81.76,94.34,84.46,141,1.38,79.65,164,81.02,1.83,0,0,0.0
4.58,68.6,1.75,513,1.79,2.99,4.26,6.93,5.66,3.15,88.09,98.62,88.16,106,0.53,85.49,299,81.28,0.67,0,0,0.0
3.77,43.01,6.4,393,3.64,4.24,9.81,13.12,11.52,3.2,76.43,90.89,84.81,206,2.82,73.65,202,70.94,0.5,0,0,0.0
26.14,32.58,9.1,5790,6.95,7.17,8.65,12.58,10.68,3.86,65.66,85.37,81.28,2564,3.8,78.39,633,78.99,3.32,0,0,1.0
1.04,59.46,3.56,1677,4.57,7.32,3.97,4.76,4.41,2.5,80.1,94.68,83.88,188,0.51,92.72,2259,93.14,0.53,0,0,0.0
6.81,40.95,10.03,3952,13.8,8.96,9.53,13.1,11.37,3.07,63.17,60.58,67.81,1059,4.21,57.06,746,51.95,2.55,0,2,0.0
0.7,44.93,3.34,486,4.18,4.05,7.94,11.48,9.8,3.12,79.57,93.18,81.19,101,1.2,73.27,354,70.97,0.0,0,0,0.0
3.85,38.53,2.99,3639,7.77,4.66,11.74,15.43,13.64,3.06,73.84,86.33,76.04,648,2.1,75.71,1982,73.83,2.88,0,0,1.0
0.85,43.78,12.51,2145,11.93,5.91,11.49,15.13,13.48,2.97,64.84,73.4,63.99,432,2.99,61.26,386,54.91,0.52,21,1,1.0
4.14,50.13,6.22,2081,9.48,6.7,8.19,10.28,9.32,2.9,74.61,82.6,86.89,218,1.14,75.98,504,72.53,2.38,0,1,0.0
15.78,27.19,9.1,2446,17.55,5.11,12.49,15.55,14.15,2.89,56.02,64.39,66.17,628,4.97,63.85,409,63.11,1.96,15,0,1.0
0.41,35.14,5.47,606,5.82,3.74,7.51,11.24,9.45,3.31,78.17,85.3,77.48,157,2.2,78.54,223,75.69,0.45,0,0,0.0
2.92,40.13,7.37,2059,10.68,4.7,13.2,18.38,15.92,3.04,65.57,77.51,73.92,457,3.61,45.04,384,45.55,1.82,0,67,1.0
1.52,54.56,3.14,1836,3.72,5.5,7.8,10.88,9.4,3.13,78.92,88.33,81.43,583,1.65,79.93,1298,76.17,2.39,50,0,0.0
8.9,37.7,8.04,7268,16.45,8.22,13.22,17.49,15.55,2.98,62.3,67.5,68.28,1096,2.83,65.28,1676,62.74,5.19,69,0,1.0
17.37,30.35,8.79,2873,21.01,7.44,13.11,16.2,14.84,2.96,56.59,66.01,57.11,604,5.03,55.81,689,56.07,1.74,0,0,1.0
1.6,49.55,3.53,3355,5.59,3.38,13.56,17.78,15.62,2.82,69.0,87.1,73.14,1021,3.45,49.23,1503,46.37,0.93,0,29,1.0
27.56,36.06,9.09,2854,19.62,7.76,12.45,15.62,14.22,2.86,50.73,54.49,51.45,748,5.39,54.11,978,57.67,6.65,44,0,1.0
0.18,38.37,7.86,2095,10.4,7.09,9.48,12.78,11.25,3.11,72.94,80.47,79.58,398,2.37,67.51,671,63.49,1.34,9,0,0.0
1.28,39.01,11.17,2435,17.68,6.82,10.9,13.55,12.36,2.92,68.03,82.3,71.6,268,2.25,62.25,546,59.6,1.1,8,0,0.0
0.52,62.18,1.42,1119,3.69,3.01,9.24,14.18,11.85,2.95,83.84,95.01,78.57,146,0.74,74.65,623,67.36,1.12,0,1,0.0
2.88,36.04,4.38,15085,11.52,5.5,17.16,20.23,18.67,2.92,65.38,76.5,68.13,2566,3.01,45.77,4098,42.61,0.71,577,32,1.0
0.57,42.88,6.0,1754,6.73,5.1,7.14,10.16,8.75,3.1,78.09,93.22,72.67,243,1.26,79.75,389,73.52,4.11,0,0,0.0
3.54,17.39,14.06,5143,14.02,9.23,8.21,12.56,10.37,4.27,60.5,82.44,76.36,1620,5.27,63.4,266,60.93,1.88,0,1,1.0
1.05,65.31,2.57,2276,3.81,3.27,9.53,12.94,11.39,2.75,79.33,88.92,82.69,431,1.0,71.49,1621,67.73,3.02,0,7,0.0
0.13,55.74,7.98,4232,11.7,3.99,8.24,9.72,9.04,3.06,78.58,84.27,82.08,478,1.59,66.14,600,63.0,1.83,49,0,0.0
3.04,50.44,5.62,5653,6.99,4.78,7.36,9.53,8.53,3.17,79.74,91.29,80.91,1064,1.83,74.08,1369,65.9,1.39,0,18,0.0
0.83,53.9,2.44,574,4.65,3.24,9.16,12.35,10.78,3.15,85.54,96.07,86.31,16,0.24,81.34,173,77.93,0.58,0,0,0.0
0.62,28.99,9.5,2225,11.71,10.99,8.62,11.71,10.16,3.63,71.2,84.66,77.78,583,4.13,55.86,326,55.31,1.23,69,12,1.0
1.06,57.86,4.91,495,3.77,5.56,5.7,7.56,6.68,3.12,82.07,95.11,89.55,41,0.45,79.5,139,74.56,4.32,0,0,0.0
8.08,46.51,9.15,3228,12.47,5.96,9.91,14.25,12.17,3.0,62.75,66.67,61.27,873,4.64,43.35,1898,41.6,0.95,41,0,1.0
1.09,43.35,6.92,5707,6.82,6.92,7.99,9.76,8.95,3.07,72.84,86.87,77.93,1266,2.15,56.83,2054,48.78,1.41,61,4,0.0
38.14,27.62,7.67,6312,16.38,6.92,10.45,12.61,11.65,3.18,54.02,68.06,64.49,2781,8.81,54.49,1013,53.87,3.65,43,0,1.0
0.57,48.71,3.13,5543,6.28,5.17,9.97,13.71,11.9,3.13,76.34,84.11,79.31,982,1.57,76.05,1797,72.76,7.85,13,0,0.0
0.09,54.45,5.79,652,6.46,4.21,10.31,12.02,11.23,2.94,76.52,83.9,78.98,108,1.13,69.57,151,63.61,0.0,10,0,0.0
2.6,29.39,14.42,4991,18.56,11.0,13.77,19.34,16.73,3.12,60.4,74.54,63.82,503,2.34,41.07,485,40.71,0.82,22,41,1.0
3.59,36.94,8.73,7632,10.59,7.98,9.85,12.85,11.47,3.06,66.06,75.72,74.32,1923,3.56,50.5,1904,45.84,3.52,8,1,1.0
11.28,40.19,6.29,37321,12.47,5.8,11.91,15.12,13.58,3.05,68.77,78.93,71.85,8142,3.68,63.1,11820,58.93,3.88,202,0,1.0
0.66,62.81,3.37,283,2.06,2.73,5.96,8.03,7.02,3.17,85.76,98.18,83.5,48,0.52,88.8,183,85.99,3.28,0,0,0.0
12.99,20.58,14.13,3338,15.73,9.73,8.59,13.21,10.96,3.52,68.59,82.19,73.25,669,3.96,70.08,1035,69.92,2.22,0,0,1.0
1.72,41.9,6.69,25651,16.4,5.58,12.95,14.66,13.83,3.13,69.97,77.97,75.6,3772,3.07,55.1,7105,49.38,6.81,542,163,1.0
2.44,45.76,3.32,1862,4.68,3.77,8.01,12.06,10.1,3.29,82.07,91.8,82.47,163,0.65,76.36,717,71.99,4.6,0,0,0.0
52.91,21.96,19.29,4808,31.51,10.62,11.08,15.36,13.56,3.26,40.6,49.76,53.43,1952,13.87,54.79,508,53.24,2.95,0,0,1.0
58.37,17.99,12.96,9790,29.7,10.58,12.75,15.78,14.46,3.23,43.42,58.75,51.46,3597,10.7,60.05,1199,59.07,5.67,5,21,1.0
7.98,54.7,6.23,2567,9.47,4.91,9.85,13.98,12.07,2.85,71.14,76.51,77.49,317,1.41,70.2,931,66.51,0.75,8,0,0.0
5.46,48.32,2.8,816,6.25,2.57,13.2,15.84,14.64,2.7,67.14,85.9,70.35,155,1.64,53.7,384,48.05,0.0,0,0,0.0
0.85,48.07,4.56,5043,8.5,4.87,10.78,14.96,13.07,3.1,72.31,89.23,66.21,667,1.76,54.78,1522,44.53,0.92,0,1,0.0
1.27,69.63,3.68,944,5.79,3.96,7.78,9.61,8.84,2.29,60.8,84.08,71.14,107,0.61,74.92,3369,74.38,0.06,0,3,0.0
12.99,35.17,10.34,2893,18.53,9.11,11.02,14.61,12.99,2.94,65.61,70.45,73.41,441,3.07,67.51,614,65.28,2.12,0,0,1.0
2.06,45.97,8.93,1611,13.69,6.84,11.51,14.58,13.21,2.92,67.44,72.7,72.64,310,3.14,58.92,305,53.84,0.66,0,0,1.0
10.76,29.65,16.41,6779,25.86,13.05,13.41,17.11,15.49,3.07,56.94,60.14,70.43,942,3.9,57.46,951,56.35,4.21,7,0,1.0
21.26,28.1,8.51,4004,17.84,5.34,11.77,14.76,13.4,3.15,60.59,70.03,74.54,890,4.57,64.63,955,65.81,2.2,0,6,1.0
0.56,55.82,2.44,637,3.92,2.64,7.94,11.74,9.89,3.14,83.31,90.55,83.8,58,0.57,80.71,131,78.28,3.82,0,0,0.0
0.39,59.2,3.23,709,5.71,3.05,7.21,8.06,7.66,2.84,79.52,94.72,78.26,45,0.47,87.71,122,85.79,1.64,3,0,0.0
0.61,67.2,1.97,252,2.38,2.93,4.29,7.13,5.81,3.07,88.61,98.15,87.56,21,0.29,79.22,82,73.38,2.44,0,0,0.0
13.81,28.65,7.71,9870,8.36,7.31,8.23,12.07,10.17,3.64,77.12,87.41,80.2,2534,3.17,75.04,2980,74.03,1.58,6,2,1.0
0.14,47.93,5.67,1290,10.19,2.4,8.27,10.83,9.64,3.15,77.85,79.07,78.88,286,2.56,68.16,327,60.6,3.36,0,0,0.0
0.77,66.97,0.88,325,2.46,3.75,5.47,7.74,6.65,3.19,88.22,98.17,87.2,50,0.54,86.6,307,83.73,0.0,11,0,0.0
16.48,28.36,4.23,2857,11.97,7.81,6.94,10.82,8.89,3.28,78.89,89.72,76.53,121,0.78,50.61,1233,49.79,0.49,6,0,1.0
0.72,54.85,3.36,2502,4.17,3.09,8.77,12.36,10.69,2.87,77.9,88.61,79.64,377,0.83,71.98,998,65.93,0.9,0,0,0.0
0.21,60.12,2.45,479,3.39,2.95,7.72,8.31,8.02,3.1,87.82,93.31,87.75,96,1.02,71.81,154,62.58,0.65,12,0,0.0
1.05,51.83,3.15,560,3.26,4.09,4.6,7.06,5.91,3.26,84.01,98.26,83.24,25,0.2,80.69,151,74.32,0.66,0,1,0.0
13.68,34.6,10.69,3718,15.49,7.43,10.73,14.9,13.0,3.17,66.47,80.36,67.42,514,2.55,65.46,277,63.97,2.53,13,0,1.0
0.29,48.74,5.98,1608,7.15,4.22,8.27,12.93,10.78,2.95,69.34,84.47,68.98,247,1.41,66.72,425,62.56,0.47,6,0,0.0
4.59,43.23,5.61,1885,9.83,4.52,10.05,13.65,11.97,3.06,73.5,81.63,77.69,296,1.99,65.83,357,62.83,2.52,0,0,0.0
0.56,56.18,4.73,1175,4.23,4.8,5.22,8.96,7.27,3.15,82.92,93.05,87.78,261,1.25,74.86,356,65.4,1.12,0,0,0.0
0.5,61.27,2.34,472,2.83,4.18,5.73,7.16,6.47,3.14,86.3,96.75,88.03,82,0.7,89.53,180,86.39,2.22,64,0,0.0
25.08,45.05,5.17,1425,6.48,6.56,10.59,14.1,12.5,3.06,65.46,81.82,71.61,621,3.49,71.85,596,68.86,3.69,0,0,1.0
0.14,50.42,11.51,2780,11.13,7.48,10.17,13.6,12.03,2.74,69.23,79.27,80.38,209,0.93,72.19,588,72.51,2.38,0,0,0.0
35.16,36.16,8.39,9605,17.72,5.67,12.41,15.0,13.85,2.99,49.96,61.42,55.6,3926,9.15,48.94,2352,46.79,7.23,119,1,1.0
1.97,54.72,2.27,6029,34.88,4.92,2.87,5.48,4.1,2.9,79.29,86.24,79.82,134,2.02,35.39,162,31.87,0.62,0,0,0.0
0.11,44.87,6.95,2288,14.75,4.88,6.14,9.28,7.8,3.15,79.81,91.25,78.71,182,1.2,69.34,653,62.72,0.61,2,0,0.0
1.17,53.94,1.58,718,3.53,3.61,6.95,11.58,9.34,3.37,86.65,91.45,87.03,61,0.54,85.63,317,83.4,0.63,0,0,0.0
20.0,37.25,7.46,3776,16.85,6.29,10.97,13.42,12.29,3.15,66.01,80.31,70.85,512,2.77,58.96,1424,57.7,5.2,3,0,1.0
0.97,56.23,2.15,1236,4.69,2.8,11.09,14.37,12.86,2.85,77.68,88.22,75.39,210,1.29,55.47,585,47.63,1.88,0,2,0.0
1.28,61.79,4.24,763,5.79,2.06,9.1,13.27,11.35,2.95,77.43,93.02,72.48,116,1.31,56.38,203,48.59,0.49,0,0,0.0
1.19,57.19,2.46,962,3.52,4.11,9.17,12.31,10.85,2.93,78.04,93.27,78.85,68,0.37,72.69,1393,68.92,0.43,98,35,0.0
0.82,57.32,3.84,555,3.75,2.28,7.91,10.17,9.14,3.0,79.48,84.54,80.97,152,1.35,78.49,147,69.61,3.4,0,0,0.0
2.18,36.3,4.92,1390,13.93,8.04,9.39,11.1,10.29,3.07,74.56,79.97,81.76,166,2.01,75.42,405,75.56,2.72,0,0,0.0
50.6,26.71,16.52,14002,27.02,10.31,15.02,18.83,17.1,3.22,35.17,35.98,47.03,6983,16.82,44.73,3070,42.43,16.74,191,5,1.0
0.96,42.59,3.09,1065,4.38,4.05,7.94,11.43,9.74,3.56,82.27,88.79,83.62,19,0.09,82.81,280,80.52,0.36,0,0,0.0
30.65,32.46,18.69,81601,25.62,11.58,11.35,14.3,12.96,3.07,47.75,55.85,51.55,26762,10.52,47.48,15535,43.14,11.36,284,5,1.0
54.99,25.35,15.66,21011,27.52,10.85,11.74,17.3,14.81,3.25,45.35,53.14,55.34,6865,10.59,47.41,2677,47.16,5.94,39,0,1.0
29.83,29.48,4.59,2177,10.06,5.42,10.69,15.62,13.34,3.23,67.9,77.37,72.13,545,3.42,65.69,743,63.53,5.79,10,2,1.0
1.01,51.63,3.19,4391,5.91,4.35,8.06,10.38,9.28,2.81,77.25,89.09,81.75,339,0.57,74.62,4738,75.11,0.15,0,0,0.0
2.89,44.14,3.76,1368,6.12,7.04,8.7,11.46,10.17,3.08,72.57,84.5,73.94,297,1.96,48.34,504,43.57,2.78,0,0,0.0
16.22,45.23,5.56,6500,13.25,4.69,15.18,17.66,16.51,2.73,50.44,61.32,57.17,1902,4.87,55.93,4152,56.88,2.91,84,7,1.0
27.32,29.97,8.02,8980,17.03,4.87,11.44,15.7,13.75,3.1,62.54,73.77,70.01,2009,4.55,63.11,1505,60.86,3.26,28,0,1.0
1.47,36.94,13.96,13075,17.62,6.83,9.68,14.69,12.33,3.31,69.59,78.91,72.32,2104,3.73,60.41,1043,60.51,3.07,68,8,1.0
0.24,57.3,2.78,850,3.6,3.62,6.14,8.72,7.5,3.14,82.39,91.56,81.95,68,0.37,84.98,164,79.5,0.61,0,0,0.0
26.28,54.61,4.44,5307,11.35,7.2,10.13,12.17,11.22,2.7,53.95,71.78,67.55,2077,5.48,68.88,6137,70.3,2.17,0,12,1.0
0.6,37.44,7.31,563,4.51,6.67,7.66,10.85,9.33,3.24,77.82,83.31,81.69,103,1.15,78.26,163,72.6,1.84,0,0,1.0
2.4,29.02,6.13,1699,16.11,7.12,7.64,10.71,9.23,3.4,77.41,86.13,83.72,103,1.15,74.72,439,74.19,1.82,6,0,0.0
12.27,31.01,12.37,4946,27.8,8.74,9.9,13.52,11.83,3.35,60.96,62.31,56.98,549,3.26,58.86,796,58.69,4.52,0,25,1.0
11.97,46.65,4.65,3288,10.73,5.47,8.29,11.98,10.09,3.13,78.09,87.97,80.61,340,1.59,46.0,1255,45.97,0.48,0,0,0.0
14.08,38.29,3.82,2602,11.72,4.1,10.72,14.44,12.47,2.89,70.42,80.57,70.97,509,3.04,46.15,3724,46.68,0.91,0,0,1.0
28.33,24.95,9.35,9833,13.92,6.89,13.15,17.54,15.38,3.27,57.28,65.95,62.92,4021,8.94,29.04,2077,25.55,1.3,0,1,1.0
51.31,26.02,11.99,29854,22.61,7.77,12.55,16.95,14.93,3.19,48.52,64.32,55.93,10274,9.14,52.53,6824,50.67,15.67,231,2,1.0
0.5,46.39,4.04,834,6.1,3.62,8.56,10.71,9.67,3.07,76.74,88.38,79.43,140,1.29,80.07,199,75.79,4.52,0,0,0.0
34.1,34.55,8.85,10700,26.64,6.63,7.53,11.16,9.47,3.04,55.04,64.62,59.73,2573,9.77,45.51,1037,42.12,1.35,72,7,1.0
10.39,38.07,5.32,2507,10.39,2.86,14.95,16.99,15.89,2.97,73.2,85.14,78.33,291,1.99,41.27,1797,42.06,1.84,0,113,1.0
1.19,32.35,15.74,2552,15.96,8.24,9.87,15.09,12.61,3.2,63.91,77.36,79.55,558,3.93,62.04,823,67.17,0.73,0,0,1.0
2.13,66.96,2.38,1743,3.02,3.8,6.28,8.98,7.73,3.05,83.61,96.11,84.0,425,1.03,72.03,1323,67.81,0.83,75,3,0.0
15.3,37.13,16.16,62232,17.21,7.6,13.6,17.85,15.82,3.19,58.39,70.08,64.32,14586,5.53,52.57,8918,51.32,6.06,1287,265,1.0
20.2,40.27,6.44,9483,13.96,6.59,11.86,14.73,13.44,2.84,56.58,70.65,66.17,2736,4.84,59.76,5277,59.04,1.74,145,30,1.0
1.58,42.5,9.79,11907,15.22,6.55,8.61,10.41,9.61,3.08,68.06,76.85,74.45,1467,2.25,59.12,2720,53.67,2.68,38,1,0.0
2.09,51.21,3.99,436,4.07,4.72,6.64,7.68,7.18,3.11,84.13,93.62,90.61,54,0.64,84.42,118,81.21,1.69,0,0,0.0
2.13,37.98,10.32,6708,16.96,5.98,11.87,15.56,13.88,2.88,68.16,74.08,76.09,584,1.78,62.74,1893,60.38,2.48,33,0,1.0
2.38,32.97,3.2,3797,7.21,4.64,14.41,18.63,16.58,3.06,71.08,86.68,76.66,708,1.87,57.38,1099,54.16,1.55,37,4,1.0
11.12,39.46,2.88,949,6.63,2.65,5.25,8.69,7.03,3.5,85.0,96.73,83.63,284,2.91,86.59,184,83.54,1.09,0,0,0.0
70.33,25.84,11.73,5261,17.8,9.74,12.6,16.62,14.8,3.34,44.05,67.57,49.13,2747,12.66,34.25,738,28.14,7.72,38,6,1.0
1.67,19.78,12.2,14956,17.44,10.81,6.67,11.93,9.33,4.19,66.2,76.63,77.47,4594,7.4,49.35,518,48.53,1.16,21,0,1.0
22.01,34.15,6.18,75597,17.42,7.43,13.32,16.63,15.02,3.22,62.53,79.11,70.5,15913,4.94,57.17,26155,54.53,13.05,884,347,1.0
10.84,43.4,4.49,2391,10.08,5.46,7.64,11.61,9.74,3.22,76.23,87.83,77.38,373,2.01,76.12,765,75.22,8.24,0,0,1.0
5.74,32.47,9.5,1979,14.52,4.66,9.68,12.83,11.39,2.95,72.2,90.91,71.61,160,1.41,67.65,428,65.83,1.17,0,0,0.0
0.78,44.66,4.57,1453,12.07,2.18,8.66,8.92,8.8,3.05,77.56,85.09,78.69,194,1.91,69.08,242,61.0,0.0,0,0,0.0
15.66,35.88,3.49,3388,8.38,4.79,10.0,14.59,12.42,3.2,72.6,84.03,75.61,695,2.51,78.62,848,77.78,1.89,0,0,1.0
5.24,52.57,2.61,800,3.2,4.61,6.58,10.47,8.6,3.17,82.01,88.91,82.14,184,1.13,72.93,750,65.3,0.4,15,0,0.0
12.22,55.38,1.65,373,3.88,1.66,5.75,5.11,5.49,3.41,91.11,95.68,92.56,30,0.58,43.91,164,46.79,0.61,0,0,0.0
23.93,27.36,12.36,4212,33.39,10.72,11.85,15.26,13.67,3.01,54.12,57.26,63.46,581,4.87,63.71,1063,64.59,4.99,76,0,1.0
